ASV	CD15.321	CBD15.394	CBD75.118	CD15.1350	CBD75.573	CBD75.180	CC.586	CC.111	CBD15.173	CC.198	CD15.701	CBD15.112	CD15.1359	CD15.335	CBD15.702	CBD75.593	CBD75.1323	CC.58	CD15.71	CBD75.363	CBD15.114	CC.26	CBD15.318	CC.125	CD15.77	CD15.377	CD15.1366	CD75.1000	CBD75.165	CBD75.710	CBD15.706	CD15.585	CBD15.34	CC.90	CBD75.384	CBD15.1370	CC.371	CC.1301	CD75.1396	CD15.1369	CD75.385	CBD75.89	CD75.392	CBD15.351	CBD75.174	CBD15.916	CD15.1339	CD75.87	CBD75.571	CBD15.142	CC.396	CD75.1398	CC.1338	CNE.1354	CD75.711	CNE.378	CD75.964	CNEB.1331	CNE.20	IBD15.114	IBD15.351	CD75.141	CNEB.158	IBD15.706	CNEB.354	CD75.714	CD75.997	IBD15.394	CNE.1375	CNE.722	CD75.187	IBD15.142	CNE.316	CNEB.193	IBD75.144	CNEB.1343	IBD75.710	IBD15.916	IBD75.363	IBD15.594	IBD15.156	CNEB.581	CNEB.195	CNE.128	CNEB.1356	CNE.97	IBD15.34	IBD75.89	IBD75.571	CNE.146	IBD75.593	CNE.362	IBD75.102	IBD75.118	IBD15.702	IC.125	IC.1314	ID15.1350	IC.26	CNEB.709	CNEB.309	IC.1338	CNE.177	CNEB.1325	CNEB.1358	ID15.321	IC.1301	CNE.370	ID15.701	INEB.309	ID15.71	ID15.1359	ID75.1398	IC.396	INEB.1331	IBD15.112	ID75.392	IC.1388	INE.121	INE.20	ID75.141	ID15.335	ID15.1363	ID15.910	INEB.1343	INEB.581	ID75.574	ID75.1000	ID15.1369	ID75.317	ID15.377	IC.198	IC.586	ID75.711	INE.128	ID75.87	INE.1375	ID75.385	INEB.1356	INE.316	INEB.709	INEB.1358	ID15.585	INE.177	IC.90	INE.378	INE.722
F219	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	4	2	0	0	0	5	0	2	11	3	10	16	3	4	9	0	0	0	6	10	0	62	2	2	3	9	12	4	1	2	42	22	39	4	6	0	74	2	30	0	0	0	7	1	28	13	1	19	2	32	2	7	56	44	4	5	47	45	12	35
F220	3	2	13	13	0	0	23	11	12	32	13	5	22	0	2	0	0	15	10	3	0	3	29	23	0	12	6	2	2	0	1	3	11	11	1	10	27	6	2	0	18	0	0	0	0	12	4	0	2	0	31	14	53	0	16	0	3	13	19	0	2	6	48	0	12	40	14	0	0	0	10	0	0	23	0	10	0	0	0	2	0	14	26	14	8	0	0	0	0	26	0	8	0	0	0	0	0	0	0	2	0	0	2	3	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F221	15	0	4	6	0	3	8	10	8	2	22	41	2	3	26	8	12	2	8	6	11	29	16	4	3	5	45	5	4	0	18	17	2	4	2	6	3	0	17	23	7	13	0	54	0	52	2	0	15	55	3	6	2	0	1	4	0	0	0	0	0	7	3	0	11	4	19	0	3	7	7	0	0	0	0	10	0	0	0	0	0	0	2	18	8	3	0	0	0	2	0	19	0	0	0	2	0	0	0	0	0	0	4	13	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F222	0	4	157	2	4	1	38	5	0	5	16	0	13	3	6	4	7	19	5	6	30	9	0	3	0	3	5	0	6	2	3	4	0	13	3	0	3	10	4	2	9	0	0	0	3	18	1	0	0	0	24	0	20	0	7	0	3	11	3	0	0	4	3	2	8	9	0	0	0	1	1	0	0	5	0	5	0	5	0	2	0	81	74	1	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	41	1	0	0	4	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	3	29	6	0	7	0	0	0	0	0	0	2	4	0	1	0	0	2	0	45	0	0	0	26	2	0	0	4	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	1	2	0	0	0	602	3	0
F224	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	5	0	0	10	0	0	0	15	0	0	0	0	0	4	3	0	44	117	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	200	0	3	0	0	0	54	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	9	0	0
F225	11	0	7	18	4	5	37	12	14	5	15	11	5	1	4	7	1	14	7	7	22	20	0	10	0	12	19	6	3	3	9	13	9	17	8	5	6	3	0	16	8	18	0	11	14	42	2	9	16	10	17	9	36	0	5	2	3	6	19	0	2	2	0	2	22	7	0	0	11	5	8	0	0	0	0	15	0	0	0	0	0	14	1	10	11	0	0	0	0	1	0	2	0	0	0	0	0	0	0	7	2	0	0	15	3	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F226	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	8	0	0	13	0	0	0	3	0	0	0	0	7	0	8	0	0	0	0	0	3	0	0	0	4	0	0	2	7	0	63	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	47	0	0	0	0	17	0	0	0	0	0	0	0	42	0	0	66	0	0	64	0	0	0	0	0	0	0	0	0	80	5	0	0	0	72	0	4	0	0	0	101	0	84	0	0	0	0	0	66	0	51	0	0	0	0
F228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	25	0	0	0	0	8	0	0	0	0	0	0	0	21	0	0	36	0	0	70	0	0	0	0	0	0	0	0	0	74	8	0	0	0	73	0	5	0	0	0	111	0	96	0	0	0	0	0	63	0	76	0	0	0	0
F229	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	31	0	4	0	0	0	0	0	0	0	0	38	0	0	0	12	0	2	0	9	0	5	0	0	0	0	0	0	2	8	0	331	0	0	2	2	85	0	0	0	28	3	0	0	20	2	0	0	0	3	0	0	0	20	0	16	0	0	0	0	0	4	0	0	0	3	0	41	0	0
F231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	21	0	0	0	0	8	0	0	0	0	0	0	0	15	0	0	34	0	0	64	0	0	0	0	0	0	0	0	0	57	7	0	0	0	67	0	5	0	0	0	118	0	105	0	0	0	0	0	64	0	75	0	0	0	0
F232	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
F233	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	5	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F234	0	0	0	12	0	0	1	3	4	1	0	44	5	7	0	11	0	1	0	5	165	3	1	0	2	0	0	0	22	3	26	10	43	0	0	5	0	0	6	36	0	0	0	14	2	63	0	0	3	9	3	0	0	0	0	2	0	6	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	10	0	26	0	0	0	0	0	4	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	6	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F235	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	16	2	0	3	0	0	29	0	0	2	0	0	0	0	0	3	0	0	0	0	4	42	0	15	0	0	0	2	5	0	0	0	0	0	0	1	0	4	0	6	0	16	0	21	0	32	0	42	0	0	4	5	5	0	0	34	17	0	12	249	0	0	4	0	8	0	18	0	0	0	0	5	0	0	0	0
F236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	25	0	312	0	0	8	0	0	0	40	21	0	0	0	0	0	0	22	0	2	0	19	24	2	0	3	0	0	0	0	8	0	0	7	0	13	84	0	8	0	0	0	0	3	4	0	0	9	0	4	0
F237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	5	31	0	40	0	0	6	0	0	0	0	28	0	2	0	0	4	0	179	0	0	34	36	35	14	0	64	0	0	0	0	0	2	0	0	0	29	44	0	0	0	0	0	19	29	0	2	0	0	0	2	0
F239	1	0	6	0	0	0	16	2	0	63	56	0	2	5	6	1	0	13	0	0	0	14	0	2	0	15	0	3	0	0	0	1	0	41	0	4	12	10	0	1	0	0	0	0	0	0	16	28	0	0	21	16	15	0	23	0	9	5	0	2	0	3	0	0	0	35	3	0	1	3	13	0	1	68	0	10	0	0	0	2	0	7	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	27	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F240	8	3	0	0	0	5	5	0	0	0	0	15	0	0	3	0	10	0	3	0	2	5	0	0	0	1	0	188	0	0	0	9	6	0	0	11	2	12	8	0	0	5	0	7	0	0	0	2	0	2	0	11	6	0	0	0	220	0	0	0	0	0	0	0	0	5	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0
F241	0	0	0	31	0	0	0	36	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	64	122	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	19	0	0	0	0	0	0	23	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
F242	39	5	2	18	0	3	48	0	0	0	0	0	8	8	2	3	0	5	32	11	2	3	10	5	0	0	0	3	0	1	30	20	1	0	0	8	0	2	0	24	17	0	2	0	2	5	14	14	3	4	8	7	44	0	27	0	3	2	0	0	0	10	3	0	11	35	14	0	0	15	3	0	2	0	0	0	0	0	0	0	0	4	0	4	4	0	2	0	0	5	0	0	0	2	0	2	0	0	0	3	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
F243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0
F244	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	1	0	0	0	0	31	3	0	13	425	0	0	0	0	2	0	0	0	0	11	11	0	0	0	2	0	6	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
F245	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	50	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	11	0	16	0	0	0	0	0	6	0	11	0	0	0	0
F246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	2	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	465	0	0	0	0	0	0	0	3	40	3	0	0	6	2	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
F247	6	0	5	4	0	0	8	5	0	17	3	2	0	6	0	0	2	19	0	10	5	2	19	28	0	0	16	0	8	0	1	10	6	69	0	16	9	9	3	2	4	0	2	0	3	4	0	9	1	0	9	6	1	0	15	3	1	8	14	4	0	33	2	0	6	6	24	0	0	9	7	0	4	0	0	14	0	0	0	4	0	0	0	0	12	16	0	0	0	29	0	0	0	0	0	0	0	0	0	11	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F248	15	1	0	26	0	0	45	3	0	7	0	0	0	1	0	0	8	58	0	0	0	51	0	8	0	0	0	0	0	0	8	0	0	0	0	24	0	0	0	0	8	0	0	6	0	0	0	0	0	0	7	0	45	0	9	1	0	7	48	0	0	6	0	0	0	17	1	0	5	3	0	0	3	0	0	0	0	0	0	0	0	6	0	8	0	9	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	10	2	0	0	2	75	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F249	3	0	7	0	2	3	9	0	79	4	12	0	4	11	4	3	9	0	4	3	6	0	92	0	0	9	4	0	10	0	15	7	9	0	15	22	2	2	0	6	6	41	0	0	2	5	5	2	56	2	2	7	3	0	0	0	2	2	0	0	0	8	2	0	3	5	3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F250	3	2	7	7	2	6	32	0	62	3	0	32	0	0	18	7	29	12	24	5	10	0	74	2	0	0	0	2	10	0	3	6	1	9	0	0	1	0	0	10	2	2	0	0	10	0	2	0	7	4	5	4	3	0	0	0	6	31	10	0	1	4	2	0	0	4	0	0	0	0	27	0	3	3	0	2	0	0	0	2	0	11	8	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	89	0	15	0	0	0	0	0	124	0	0	0	0	0	0
F252	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	2	8	0	5	0	0	0	0	0	0	2	12	0	25	0	0	0	3	287	0	3	13	13	9	7	0	21	0	0	0	0	7	0	0	0	37	18	24	0	4	0	0	2	6	10	0	0	2	0	0	0	0
F253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	7	0	0	22	0	0	0	0	0	0	0	0	0	4	3	0	0	0	129	0	0	0	0	0	106	0	107	0	0	0	0	0	111	0	8	0	0	0	0
F254	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	43	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	12	0	0	0	0	31	0	0	0	0	6	0	0	0	0	0	0	0	14	0	0	21	0	0	21	0	0	0	0	0	0	0	2	0	38	3	0	0	0	34	0	1	0	0	0	57	0	22	0	0	0	0	0	12	0	15	0	0	0	0
F255	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	22	0	0	0	2	0	12	3	0	0	0	0	12	0	28	0	0	0	0	0	0	0	0	0	0	2	0	30	5	6	0	5	5	0	1	3	8	0	0	4	0	5	0	0	0	2	149	55	0	5	0	0	2	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	97	0	0	4	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F256	0	0	0	0	5	0	0	7	0	0	7	5	0	0	0	0	0	0	0	0	4	0	0	4	0	18	30	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	3	7	0	0	0	0	11	0	0	101	67	0	4	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	39	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	23	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F257	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	3	4	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	5	28	11	0	0	75	0	0	0	0	0	0	0	0	0	11	25	0	0	0	0	172	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	4	0	0
F258	3	7	4	0	50	21	3	13	23	6	6	6	2	6	6	52	1	1	3	0	6	1	35	2	0	0	13	0	3	0	2	0	0	6	3	3	6	4	0	7	3	0	0	0	0	1	0	0	0	5	3	0	0	7	0	0	0	9	5	0	0	5	6	0	4	1	0	0	7	9	3	0	0	1	0	0	0	0	0	0	0	5	0	19	0	6	0	0	0	11	0	3	0	0	0	0	0	0	0	0	13	0	53	8	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	5	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	420	0	0	4	0	1	0	0	0	12	0	0	0	3	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
F260	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F261	0	0	10	0	0	0	16	3	1	3	0	0	4	9	0	0	11	13	4	0	7	0	0	14	0	0	0	0	3	0	5	0	2	0	0	9	2	15	5	0	11	0	0	0	0	7	1	4	0	0	39	52	5	0	71	3	4	17	5	3	1	27	0	0	0	0	7	0	0	6	8	0	0	1	0	0	1	0	0	0	0	23	12	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	5	2	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
